Date,Shift,Start_Time,Product_ID,Product_Name,Flavor,Bag_Size_g,Planned_Production_Units,Actual_Production_Units,Units_Per_Minute,Total_Time_Run_Minutes,Raw_Material_Used_kg,Waste_Weight_kg,Packaging_Waste_Units,QC_Defects_Count,Downtime_Minutes,Downtime_Reason,Machine_Operator_ID,Supervisor_ID,Clean_Time_Minutes
2025-12-13,Night,22:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,100,12303,11542,73.7,301,1185.9,31.7,291,114,101,QC Hold,OP106,SUP05,42
2025-12-24,Night,22:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,150,20709,19233,59.7,470,2944.8,59.9,364,40,56,Cleaning,OP115,SUP05,12
2025-12-21,Afternoon,14:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,300,13618,12494,57.7,339,3886.1,137.9,670,95,58,Cleaning,OP115,SUP08,39
2025-12-26,Night,22:00:00,ONION-L,Creamy Onion Chips,Sour Onion,100,22482,20678,70.1,320,2150.9,83.1,590,92,14,Cleaning,OP102,SUP01,40
2025-12-29,Night,22:00:00,LIME-S,Lime Zest Chips,Tangy Lime,300,18792,17138,61.6,433,5327.2,185.8,746,52,96,Cleaning,OP108,SUP02,37
2025-12-15,Morning,06:00:00,SALT-S,Classic Salted Chips,Classic Salt,100,18409,17179,66.3,443,1781.7,63.8,365,5,55,QC Hold,OP114,SUP01,18
2025-12-19,Morning,06:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,200,15644,14956,65.8,315,3172.2,181.0,120,120,9,QC Hold,OP107,SUP03,13
2025-12-25,Night,22:00:00,MASALA-M,Masala Magic Chips,Indian Masala,200,16135,15803,62.6,396,3264.8,104.2,749,138,22,QC Hold,OP102,SUP03,39
2025-12-13,Night,22:00:00,LIME-S,Lime Zest Chips,Tangy Lime,100,23677,21315,55.5,376,2210.7,79.2,786,139,59,Cleaning,OP107,SUP04,20
2025-12-15,Afternoon,14:00:00,LIME-S,Lime Zest Chips,Tangy Lime,150,13088,12760,69.5,328,1946.0,32.0,726,107,83,Changeover,OP104,SUP04,9
2025-12-04,Night,22:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,200,19794,18878,72.4,362,3967.3,191.7,461,112,34,Cleaning,OP104,SUP01,13
2025-12-17,Afternoon,14:00:00,LIME-S,Lime Zest Chips,Tangy Lime,300,15224,14404,70.5,382,4435.0,113.8,196,133,33,Material Shortage,OP105,SUP05,8
2025-12-18,Night,22:00:00,MASALA-M,Masala Magic Chips,Indian Masala,100,20256,19330,66.1,312,2053.7,120.7,708,97,105,Cleaning,OP106,SUP07,31
2025-12-05,Afternoon,14:00:00,SALT-S,Classic Salted Chips,Classic Salt,100,22360,21086,59.8,357,2170.5,61.9,774,36,108,Material Shortage,OP115,SUP01,40
2025-12-14,Afternoon,14:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,300,12196,11355,60.1,384,3563.7,157.2,510,94,16,Cleaning,OP112,SUP04,8
2025-12-09,Afternoon,14:00:00,MASALA-M,Masala Magic Chips,Indian Masala,300,19878,17953,56.5,450,5655.0,269.1,622,55,66,Equipment Failure,OP114,SUP06,24
2025-12-30,Morning,06:00:00,LIME-S,Lime Zest Chips,Tangy Lime,100,22148,20141,75.0,422,2133.9,119.8,762,52,55,Equipment Failure,OP109,SUP06,23
2025-12-13,Afternoon,14:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,150,15053,13862,65.3,427,2156.9,77.6,789,120,102,QC Hold,OP115,SUP04,28
2025-12-11,Afternoon,14:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,300,24157,22168,57.9,366,6926.8,276.4,648,148,97,Material Shortage,OP105,SUP03,17
2025-12-11,Morning,06:00:00,SALT-S,Classic Salted Chips,Classic Salt,300,23653,21752,66.0,475,6728.7,203.1,550,125,63,Equipment Failure,OP112,SUP06,15
2025-12-05,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,200,13015,12668,65.8,464,2689.8,156.2,586,8,112,Changeover,OP114,SUP01,5
2025-12-14,Morning,06:00:00,ONION-L,Creamy Onion Chips,Sour Onion,100,11113,10630,55.2,429,1102.1,39.1,111,123,89,Material Shortage,OP101,SUP01,39
2025-12-18,Afternoon,14:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,50,18673,17884,65.7,373,908.5,14.3,764,110,108,Equipment Failure,OP102,SUP02,38
2025-12-05,Morning,06:00:00,LIME-S,Lime Zest Chips,Tangy Lime,300,18625,17138,62.1,401,5238.6,97.2,465,117,77,Equipment Failure,OP112,SUP04,24
2025-12-22,Morning,06:00:00,MASALA-M,Masala Magic Chips,Indian Masala,50,11531,10751,62.5,421,547.1,9.6,59,43,15,Material Shortage,OP114,SUP07,26
2025-12-19,Morning,06:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,50,13764,12620,72.4,445,654.8,23.8,97,19,92,QC Hold,OP115,SUP01,16
2025-12-30,Afternoon,14:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,100,19617,17881,71.4,401,1895.8,107.7,356,41,77,Equipment Failure,OP110,SUP07,39
2025-12-11,Afternoon,14:00:00,ONION-L,Creamy Onion Chips,Sour Onion,100,22951,22470,69.5,428,2361.6,114.6,404,13,17,Material Shortage,OP104,SUP02,26
2025-12-20,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,200,22673,20997,67.7,415,4361.1,161.7,414,141,53,Material Shortage,OP103,SUP07,10
2025-12-25,Night,22:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,100,21683,19642,60.4,397,2061.1,96.9,699,39,99,Material Shortage,OP106,SUP06,11
2025-12-03,Morning,06:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,200,15896,15274,57.0,322,3128.1,73.3,509,142,76,Cleaning,OP107,SUP02,6
2025-12-03,Afternoon,14:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,50,19780,18748,61.5,398,952.2,14.8,473,99,104,Changeover,OP112,SUP04,41
2025-12-17,Morning,06:00:00,MASALA-M,Masala Magic Chips,Indian Masala,200,12777,11641,61.0,426,2379.5,51.3,221,111,40,Material Shortage,OP105,SUP08,9
2025-12-12,Afternoon,14:00:00,LIME-S,Lime Zest Chips,Tangy Lime,200,19728,18728,64.2,334,3856.3,110.7,455,85,112,Cleaning,OP107,SUP06,33
2025-12-11,Afternoon,14:00:00,ONION-L,Creamy Onion Chips,Sour Onion,300,12230,11300,67.1,477,3473.5,83.5,371,45,55,QC Hold,OP105,SUP08,41
2025-12-26,Morning,06:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,200,14592,14085,62.9,329,2987.1,170.1,254,139,28,Cleaning,OP101,SUP08,18
2025-12-15,Afternoon,14:00:00,ONION-L,Creamy Onion Chips,Sour Onion,50,23417,22663,70.9,472,1177.3,44.1,698,77,35,QC Hold,OP111,SUP03,32
2025-12-26,Afternoon,14:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,200,19796,18575,63.0,429,3937.7,222.7,758,107,74,Changeover,OP113,SUP06,39
2025-12-20,Night,22:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,50,22598,20786,68.3,342,1087.3,48.0,95,144,87,Material Shortage,OP113,SUP06,32
2025-12-04,Morning,06:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,150,13637,12830,65.4,448,2017.2,92.7,276,114,52,Material Shortage,OP108,SUP03,27
2025-12-01,Afternoon,14:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,150,16815,16371,56.7,336,2533.4,77.8,401,116,105,Equipment Failure,OP109,SUP08,27
2025-12-16,Morning,06:00:00,SALT-S,Classic Salted Chips,Classic Salt,200,15225,13784,55.9,329,2801.7,44.9,401,27,91,Equipment Failure,OP115,SUP04,38
2025-12-06,Night,22:00:00,LIME-S,Lime Zest Chips,Tangy Lime,150,19172,17908,64.2,403,2807.9,121.7,240,110,55,Changeover,OP112,SUP04,33
2025-12-19,Afternoon,14:00:00,SALT-S,Classic Salted Chips,Classic Salt,50,21546,19761,60.6,480,1041.6,53.5,114,147,18,Cleaning,OP103,SUP06,25
2025-12-07,Afternoon,14:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,150,20988,20337,65.6,463,3142.0,91.4,447,100,80,Changeover,OP106,SUP06,34
2025-12-20,Morning,06:00:00,ONION-L,Creamy Onion Chips,Sour Onion,150,20067,19007,68.4,380,2910.1,59.0,362,29,28,QC Hold,OP112,SUP03,37
2025-12-13,Afternoon,14:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,100,19417,18071,58.7,462,1880.8,73.7,710,44,76,Equipment Failure,OP108,SUP05,13
2025-12-06,Afternoon,14:00:00,ONION-L,Creamy Onion Chips,Sour Onion,200,20148,18219,62.2,302,3783.0,139.2,249,98,76,Cleaning,OP111,SUP08,31
2025-12-22,Afternoon,14:00:00,SALT-S,Classic Salted Chips,Classic Salt,200,18006,16446,66.3,356,3384.5,95.3,331,57,73,QC Hold,OP103,SUP08,41
2025-12-24,Afternoon,14:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,300,11854,11211,60.4,439,3548.0,184.7,425,138,110,Changeover,OP113,SUP08,39
2025-12-07,Afternoon,14:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,100,14877,14430,55.6,367,1488.7,45.7,139,112,115,Changeover,OP113,SUP04,18
2025-12-26,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,150,24107,23067,67.7,342,3614.5,154.4,261,52,108,Changeover,OP110,SUP06,39
2025-12-09,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,100,15302,14970,60.9,446,1538.6,41.6,576,24,22,Material Shortage,OP115,SUP01,22
2025-12-28,Night,22:00:00,LIME-S,Lime Zest Chips,Tangy Lime,100,14090,12845,61.4,363,1351.1,66.6,742,100,67,Equipment Failure,OP110,SUP05,45
2025-12-14,Afternoon,14:00:00,SALT-S,Classic Salted Chips,Classic Salt,50,20381,19638,70.4,403,1020.9,39.0,334,94,63,Material Shortage,OP106,SUP01,10
2025-12-24,Afternoon,14:00:00,MASALA-M,Masala Magic Chips,Indian Masala,150,23928,21656,65.7,355,3450.5,202.1,266,126,39,QC Hold,OP114,SUP05,26
2025-12-18,Night,22:00:00,LIME-S,Lime Zest Chips,Tangy Lime,300,23966,22499,61.9,474,7099.7,350.0,97,25,85,Material Shortage,OP101,SUP02,15
2025-12-15,Afternoon,14:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,200,13314,13043,73.2,466,2685.4,76.8,330,23,88,QC Hold,OP105,SUP02,28
2025-12-22,Night,22:00:00,LIME-S,Lime Zest Chips,Tangy Lime,50,16493,15669,69.5,359,811.3,27.8,143,24,5,Equipment Failure,OP108,SUP02,13
2025-12-19,Morning,06:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,200,10152,9143,61.9,330,1944.2,115.6,482,33,66,Changeover,OP104,SUP07,10
2025-12-24,Morning,06:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,150,16022,15549,57.7,334,2439.4,107.1,743,36,13,Cleaning,OP110,SUP01,44
2025-12-21,Morning,06:00:00,SALT-S,Classic Salted Chips,Classic Salt,150,21836,20024,70.0,405,3137.7,134.1,503,55,16,Changeover,OP103,SUP02,42
2025-12-24,Afternoon,14:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,200,15152,14595,60.0,465,2974.9,55.9,616,72,104,Changeover,OP114,SUP05,18
2025-12-17,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,100,22252,20724,67.9,361,2152.6,80.2,165,61,68,Cleaning,OP102,SUP01,28
2025-12-30,Afternoon,14:00:00,LIME-S,Lime Zest Chips,Tangy Lime,200,24103,23310,63.4,439,4885.4,223.4,532,18,7,Cleaning,OP102,SUP01,21
2025-12-07,Morning,06:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,200,18300,16889,69.3,406,3496.9,119.1,461,21,86,Cleaning,OP109,SUP03,22
2025-12-03,Afternoon,14:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,300,13329,13035,58.1,383,4042.2,131.7,699,16,44,Material Shortage,OP112,SUP04,8
2025-12-08,Morning,06:00:00,SALT-S,Classic Salted Chips,Classic Salt,50,17428,16538,56.1,470,868.9,42.0,229,30,6,Equipment Failure,OP112,SUP01,15
2025-12-16,Afternoon,14:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,300,22828,22047,60.2,395,6754.0,139.9,325,30,103,Changeover,OP106,SUP07,22
2025-12-17,Morning,06:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,300,20281,18377,64.1,392,5611.3,98.2,630,42,52,Equipment Failure,OP105,SUP02,41
2025-12-22,Night,22:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,100,22136,20823,55.9,303,2137.9,55.6,533,93,54,Equipment Failure,OP103,SUP01,40
2025-12-26,Night,22:00:00,MASALA-M,Masala Magic Chips,Indian Masala,200,13678,12662,63.3,381,2603.2,70.8,129,146,52,Changeover,OP109,SUP01,16
2025-12-08,Night,22:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,200,11129,10796,72.3,379,2225.4,66.2,616,116,6,QC Hold,OP104,SUP05,41
2025-12-26,Afternoon,14:00:00,MASALA-M,Masala Magic Chips,Indian Masala,300,13974,13095,66.8,426,4178.8,250.3,250,139,102,Equipment Failure,OP103,SUP01,31
2025-12-01,Morning,06:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,150,20419,19748,72.5,385,3007.5,45.3,723,96,113,QC Hold,OP102,SUP04,38
2025-12-08,Afternoon,14:00:00,SALT-S,Classic Salted Chips,Classic Salt,50,12332,11800,56.9,359,624.6,34.6,582,105,94,QC Hold,OP108,SUP02,42
2025-12-04,Night,22:00:00,LIME-S,Lime Zest Chips,Tangy Lime,200,11226,10634,56.2,469,2258.7,131.9,292,74,38,QC Hold,OP115,SUP07,25
2025-12-11,Afternoon,14:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,100,11223,10947,57.7,449,1116.9,22.2,158,42,62,Material Shortage,OP106,SUP07,12
2025-12-18,Afternoon,14:00:00,ONION-L,Creamy Onion Chips,Sour Onion,100,17404,16092,60.3,330,1640.5,31.3,752,77,110,Cleaning,OP101,SUP04,25
2025-12-05,Morning,06:00:00,MASALA-M,Masala Magic Chips,Indian Masala,100,15828,14746,56.0,376,1515.1,40.5,228,7,56,Material Shortage,OP109,SUP04,11
2025-12-15,Morning,06:00:00,ONION-L,Creamy Onion Chips,Sour Onion,100,11989,10801,71.6,356,1103.1,23.0,460,95,92,Changeover,OP110,SUP05,9
2025-12-01,Morning,06:00:00,LIME-S,Lime Zest Chips,Tangy Lime,200,23259,21172,73.1,384,4323.1,88.7,522,12,26,Cleaning,OP107,SUP07,36
2025-12-01,Afternoon,14:00:00,MASALA-M,Masala Magic Chips,Indian Masala,200,12831,11911,73.2,370,2449.8,67.6,202,8,83,Cleaning,OP110,SUP04,23
2025-12-16,Afternoon,14:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,200,10999,9976,62.7,407,2044.2,49.0,588,63,85,Cleaning,OP113,SUP01,29
2025-12-26,Night,22:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,200,18921,18211,61.9,444,3784.5,142.3,447,69,28,Changeover,OP106,SUP04,6
2025-12-29,Afternoon,14:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,200,18674,17340,66.7,359,3684.8,216.8,152,63,89,Equipment Failure,OP105,SUP01,19
2025-12-19,Afternoon,14:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,100,12885,11840,61.4,478,1222.1,38.1,655,7,95,QC Hold,OP110,SUP03,41
2025-12-07,Afternoon,14:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,150,12876,12093,56.8,359,1893.6,79.6,70,134,66,Changeover,OP106,SUP04,13
2025-12-11,Night,22:00:00,LIME-S,Lime Zest Chips,Tangy Lime,150,10975,9896,66.7,336,1562.3,77.9,588,93,14,QC Hold,OP112,SUP07,42
2025-12-04,Afternoon,14:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,150,12235,11966,69.6,411,1890.6,95.7,548,81,27,Cleaning,OP112,SUP06,19
2025-12-22,Night,22:00:00,ONION-L,Creamy Onion Chips,Sour Onion,100,16199,14976,68.8,332,1532.9,35.3,51,146,55,Cleaning,OP101,SUP03,43
2025-12-11,Night,22:00:00,LIME-S,Lime Zest Chips,Tangy Lime,300,11705,11411,57.8,319,3513.6,90.3,377,42,86,Changeover,OP114,SUP06,33
2025-12-01,Afternoon,14:00:00,LIME-S,Lime Zest Chips,Tangy Lime,100,21356,19336,60.1,327,2029.9,96.3,99,98,61,Material Shortage,OP103,SUP07,36
2025-12-29,Afternoon,14:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,300,16149,14665,64.6,447,4603.4,203.9,753,57,25,Material Shortage,OP102,SUP01,23
2025-12-01,Afternoon,14:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,50,11215,10400,72.8,341,546.2,26.2,610,23,48,Cleaning,OP110,SUP08,6
2025-12-14,Night,22:00:00,LIME-S,Lime Zest Chips,Tangy Lime,300,24577,22973,56.1,384,7063.2,171.3,244,104,94,Cleaning,OP112,SUP05,23
2025-12-10,Morning,06:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,50,16437,15545,71.8,339,791.1,13.9,53,109,16,QC Hold,OP114,SUP08,17
2025-12-04,Morning,06:00:00,LIME-S,Lime Zest Chips,Tangy Lime,100,20456,18887,56.6,329,1944.9,56.2,457,120,67,QC Hold,OP102,SUP07,16
2025-12-12,Afternoon,14:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,100,17303,15634,63.8,367,1603.8,40.4,325,144,12,Equipment Failure,OP113,SUP02,10
2025-12-22,Afternoon,14:00:00,ONION-L,Creamy Onion Chips,Sour Onion,300,16782,16407,66.8,441,5011.0,88.9,446,133,58,Cleaning,OP111,SUP08,41
2025-12-29,Morning,06:00:00,SALT-S,Classic Salted Chips,Classic Salt,150,11293,10520,72.1,308,1639.6,61.6,579,146,91,Cleaning,OP103,SUP02,33
2025-12-06,Morning,06:00:00,LIME-S,Lime Zest Chips,Tangy Lime,100,12067,10901,56.6,474,1129.2,39.1,692,37,111,Cleaning,OP105,SUP06,9
2025-12-03,Afternoon,14:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,200,19044,17636,60.5,417,3737.5,210.3,62,150,71,Material Shortage,OP102,SUP07,14
2025-12-05,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,300,22425,21913,57.0,327,6850.1,276.2,153,73,116,Cleaning,OP115,SUP06,31
2025-12-09,Afternoon,14:00:00,MASALA-M,Masala Magic Chips,Indian Masala,200,19372,18378,55.7,370,3801.6,126.0,683,102,9,Material Shortage,OP115,SUP06,20
2025-12-02,Night,22:00:00,SALT-S,Classic Salted Chips,Classic Salt,150,24696,22962,61.8,377,3547.1,102.8,553,25,116,Equipment Failure,OP103,SUP05,33
2025-12-25,Afternoon,14:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,200,19911,18948,58.8,354,4014.9,225.3,466,124,102,Cleaning,OP114,SUP06,8
2025-12-17,Morning,06:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,150,21625,20339,57.7,434,3226.9,176.1,79,44,29,Equipment Failure,OP114,SUP01,20
2025-12-02,Afternoon,14:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,150,21544,19732,62.4,418,3075.9,116.1,700,31,92,Changeover,OP104,SUP06,36
2025-12-20,Afternoon,14:00:00,LIME-S,Lime Zest Chips,Tangy Lime,200,19615,18518,61.9,366,3893.2,189.6,755,23,41,Changeover,OP107,SUP01,15
2025-12-28,Night,22:00:00,ONION-L,Creamy Onion Chips,Sour Onion,100,24042,22063,59.5,352,2267.8,61.5,469,131,7,Changeover,OP108,SUP03,16
2025-12-20,Morning,06:00:00,LIME-S,Lime Zest Chips,Tangy Lime,150,19967,19256,61.1,464,2969.7,81.3,435,89,63,QC Hold,OP104,SUP08,24
2025-12-22,Night,22:00:00,ONION-L,Creamy Onion Chips,Sour Onion,300,16506,15627,55.1,469,4979.4,291.3,433,143,87,Cleaning,OP110,SUP05,24
2025-12-22,Morning,06:00:00,SALT-S,Classic Salted Chips,Classic Salt,50,15509,15184,67.8,370,780.1,20.9,778,76,29,Equipment Failure,OP109,SUP04,8
2025-12-26,Night,22:00:00,SALT-S,Classic Salted Chips,Classic Salt,150,21153,19274,55.5,427,3075.3,184.2,315,107,56,Material Shortage,OP112,SUP01,42
2025-12-23,Night,22:00:00,ONION-L,Creamy Onion Chips,Sour Onion,100,15622,14967,59.4,436,1565.1,68.4,537,91,69,QC Hold,OP114,SUP03,40
2025-12-06,Afternoon,14:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,200,12096,11603,69.5,443,2441.0,120.4,237,85,88,Changeover,OP104,SUP06,19
2025-12-24,Afternoon,14:00:00,SALT-S,Classic Salted Chips,Classic Salt,150,16089,14815,60.9,330,2305.7,83.4,699,149,79,Cleaning,OP102,SUP08,17
2025-12-17,Morning,06:00:00,ONION-L,Creamy Onion Chips,Sour Onion,200,18680,17257,56.1,338,3526.1,74.7,255,87,57,Cleaning,OP115,SUP08,14
2025-12-11,Night,22:00:00,LIME-S,Lime Zest Chips,Tangy Lime,50,17988,16667,74.7,380,871.3,37.9,54,115,40,Equipment Failure,OP113,SUP03,41
2025-12-25,Morning,06:00:00,SALT-S,Classic Salted Chips,Classic Salt,50,12120,11503,67.7,403,595.6,20.5,538,98,5,Changeover,OP109,SUP04,28
2025-12-01,Afternoon,14:00:00,ONION-L,Creamy Onion Chips,Sour Onion,300,13122,11828,55.1,363,3640.1,91.7,402,79,21,Changeover,OP107,SUP05,15
2025-12-03,Morning,06:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,150,17469,16739,66.9,386,2600.6,89.8,753,34,48,Material Shortage,OP106,SUP04,15
2025-12-30,Afternoon,14:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,100,13675,13103,57.6,305,1367.1,56.8,223,31,51,Changeover,OP107,SUP05,39
2025-12-20,Morning,06:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,50,20845,18940,71.7,312,992.7,45.7,476,113,53,Changeover,OP109,SUP05,35
2025-12-23,Morning,06:00:00,LIME-S,Lime Zest Chips,Tangy Lime,50,14933,13942,57.0,433,716.6,19.5,670,35,58,Changeover,OP109,SUP02,23
2025-12-04,Morning,06:00:00,SALT-S,Classic Salted Chips,Classic Salt,100,19977,18298,60.3,433,1944.1,114.3,416,104,42,Equipment Failure,OP101,SUP08,18
2025-12-23,Afternoon,14:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,100,10044,9049,56.8,328,955.1,50.2,735,126,24,Changeover,OP113,SUP02,11
2025-12-29,Afternoon,14:00:00,MASALA-M,Masala Magic Chips,Indian Masala,100,17483,17117,60.9,418,1741.8,30.1,228,10,114,QC Hold,OP106,SUP06,32
2025-12-24,Morning,06:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,50,10158,9834,68.3,343,506.8,15.1,498,68,117,Changeover,OP106,SUP06,16
2025-12-04,Afternoon,14:00:00,SALT-S,Classic Salted Chips,Classic Salt,200,14453,13973,68.8,422,2944.8,150.2,714,42,19,Equipment Failure,OP112,SUP01,15
2025-12-04,Afternoon,14:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,200,23144,21883,63.8,456,4521.7,145.1,417,7,115,Equipment Failure,OP108,SUP08,12
2025-12-29,Afternoon,14:00:00,SALT-S,Classic Salted Chips,Classic Salt,50,11037,10164,61.3,480,537.3,29.1,587,147,97,Cleaning,OP104,SUP06,38
2025-12-17,Night,22:00:00,MASALA-M,Masala Magic Chips,Indian Masala,300,11560,10804,69.5,423,3343.4,102.2,742,98,24,Cleaning,OP115,SUP01,5
2025-12-21,Morning,06:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,200,23957,22511,58.3,425,4638.7,136.5,388,71,11,Cleaning,OP104,SUP07,30
2025-12-27,Morning,06:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,200,17277,16656,64.0,427,3452.4,121.2,171,127,100,Changeover,OP102,SUP07,31
2025-12-02,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,50,23531,21349,67.1,458,1116.2,48.8,570,143,31,Material Shortage,OP106,SUP06,8
2025-12-27,Morning,06:00:00,ONION-L,Creamy Onion Chips,Sour Onion,200,15439,14586,67.4,421,3061.9,144.7,422,115,19,Changeover,OP113,SUP04,5
2025-12-11,Afternoon,14:00:00,ONION-L,Creamy Onion Chips,Sour Onion,150,18973,17867,69.0,311,2837.1,157.0,554,35,110,Material Shortage,OP102,SUP05,44
2025-12-07,Morning,06:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,200,13532,12673,70.6,386,2585.9,51.3,474,11,86,Cleaning,OP102,SUP08,34
2025-12-22,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,100,18172,16361,69.7,441,1735.2,99.1,649,123,70,Equipment Failure,OP112,SUP03,13
2025-12-04,Afternoon,14:00:00,MASALA-M,Masala Magic Chips,Indian Masala,300,19931,19345,65.1,398,6006.8,203.3,673,63,40,Material Shortage,OP106,SUP05,33
2025-12-26,Morning,06:00:00,LIME-S,Lime Zest Chips,Tangy Lime,200,19871,18996,70.0,376,4011.6,212.4,610,80,96,Cleaning,OP111,SUP04,17
2025-12-07,Night,22:00:00,MASALA-M,Masala Magic Chips,Indian Masala,150,21249,19711,68.4,466,3141.6,184.9,232,128,74,QC Hold,OP112,SUP02,27
2025-12-18,Afternoon,14:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,300,20930,20026,68.5,436,6180.0,172.2,482,3,71,Changeover,OP101,SUP07,14
2025-12-02,Night,22:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,100,14374,13799,58.2,373,1446.1,66.2,199,15,93,QC Hold,OP104,SUP01,27
2025-12-27,Afternoon,14:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,300,24221,23107,66.2,357,7284.7,352.6,624,99,35,Cleaning,OP113,SUP05,8
2025-12-30,Afternoon,14:00:00,SALT-S,Classic Salted Chips,Classic Salt,200,22912,22409,61.3,441,4561.3,79.5,307,51,84,Material Shortage,OP114,SUP04,45
2025-12-23,Night,22:00:00,MASALA-M,Masala Magic Chips,Indian Masala,150,22371,21186,69.8,350,3344.9,167.0,248,75,62,Equipment Failure,OP111,SUP02,16
2025-12-06,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,50,16180,14614,60.6,367,746.3,15.6,648,65,5,QC Hold,OP108,SUP03,7
2025-12-05,Afternoon,14:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,50,22675,22098,67.3,469,1137.4,32.5,636,140,50,Changeover,OP113,SUP06,38
2025-12-08,Morning,06:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,50,22882,21518,63.3,437,1112.8,36.9,407,56,118,Equipment Failure,OP111,SUP06,26
2025-12-12,Afternoon,14:00:00,LIME-S,Lime Zest Chips,Tangy Lime,300,18691,17531,66.2,466,5341.5,82.2,734,88,62,Equipment Failure,OP115,SUP04,7
2025-12-22,Afternoon,14:00:00,SALT-S,Classic Salted Chips,Classic Salt,50,16322,15024,69.5,306,795.8,44.6,433,131,107,Cleaning,OP108,SUP08,7
2025-12-10,Night,22:00:00,LIME-S,Lime Zest Chips,Tangy Lime,150,18419,16698,56.9,437,2606.3,101.6,691,16,31,Equipment Failure,OP114,SUP07,11
2025-12-07,Night,22:00:00,ONION-L,Creamy Onion Chips,Sour Onion,200,20593,19879,56.4,475,4064.9,89.1,520,84,9,Changeover,OP102,SUP01,16
